Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
Selena Gomez: My Mind & Me,(2022),"Comedy,Drama","In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of Jesus Christ, who rose from the dead.","https://m.media-amazon.com/images/M/MV5BMTAzNjQ1Mzk2MjNeQTJeQWpwZ15BbWU4MDU0MDk1Mjcx._V1_UX67_CR0,0,67,98_AL_.jpg",3231054,https://www.imdb.com/title/tt3231054/,107 min,R,"34,836",5.9,Posters\3231054.jpg
PVT CHAT,(2020),"Comedy,Drama","The intelligent Annabelle starts in an elite Catholic girls' boarding high school after being expelled from the previous 2 schools. She's open about being lesbian. She's attracted to her teacher, Simone.","https://m.media-amazon.com/images/M/MV5BZTY2MGY1YWQtNzJkMi00Yjg4LTg3ZTgtYmZjNWUxMjI3MDdjXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_UX67_CR0,0,67,98_AL_.jpg",323120,https://www.imdb.com/title/tt0323120/,88 min,7,"32,238",6.8,Posters\323120.jpg
Giant Little Ones,(2020),"Comedy,Music","23 years after the original Sonic the Hedgehog video game, fast, handsome, and arrogant hero Sonic continues to fight his arch nemesis, Dr. Eggman. Along with Tails, Knuckles, Amy, and a new recruit named Sticks.","https://m.media-amazon.com/images/M/MV5BYjNkOWVhZmItMmE4Yi00MGNkLWI2YzQtOGRiNWFjNTEyMDFlXkEyXkFqcGdeQXVyOTcyNTkzOTA@._V1_UY98_CR1,0,67,98_AL_.jpg",3232262,https://www.imdb.com/title/tt3232262/,11 min,R,"1,935",6.3,Posters\3232262.jpg
Renaissance Man,(1994),"Comedy,Drama","A woman has a passionate affair with a man half her age, who is also sleeping with her daughter.","https://m.media-amazon.com/images/M/MV5BMTM4Mzk4ODU1Ml5BMl5BanBnXkFtZTcwMzkxOTUyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",323298,https://www.imdb.com/title/tt0323298/,112 min,PG,"34,394",6.5,Posters\323298.jpg
Shattered Glass,(2003),"Drama,History",The story of a young journalist who fell from grace when it was discovered he fabricated over half of his articles from the publication The New Republic magazine.,"https://m.media-amazon.com/images/M/MV5BMjExNDI2OTc2MF5BMl5BanBnXkFtZTYwOTA5MjM3._V1_UX67_CR0,0,67,98_AL_.jpg",323944,https://www.imdb.com/title/tt0323944/,94 min,R,"31,161",5.1,Posters\323944.jpg
Diabolical,(2007–2011),"Action,Adventure,Drama","A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics.","https://m.media-amazon.com/images/M/MV5BMTk2Mjg2MTE3NV5BMl5BanBnXkFtZTcwNDA0MTAwMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",324133,https://www.imdb.com/title/tt0324133/,102 min,18,"78,090",6.2,Posters\324133.jpg
A Good Old Fashioned Orgy,(2011),"Drama,History","After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.","https://m.media-amazon.com/images/M/MV5BZDg2NDJkOGYtMjM3My00Mzc2LWJiYjktODFlMzBjNmQwMTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",324216,https://www.imdb.com/title/tt0324216/,91 min,A,"497,721",7.5,Posters\324216.jpg
Versailles,(2015–2018),"Drama,Mystery,Thriller",The story of Nan Astley who falls in love with three different women on her journey to stardom and happiness in 1887 Victorian England.,"https://m.media-amazon.com/images/M/MV5BMTcxMWVmMmUtMmIyOC00MzM0LWJiNWItNTRjMTczZjdhMzk3XkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_UX67_CR0,0,67,98_AL_.jpg",324264,https://www.imdb.com/title/tt0324264/,177 min,R,"18,392",6.2,Posters\324264.jpg
The Yards,(2000),Comedy,Two friends who are taking part in a murder mystery game on board a luxury liner suspect there might be a real killer among the guests.,"https://m.media-amazon.com/images/M/MV5BYTNjMzBlNzctYjg4Ni00ZjM0LTg3NWEtODZlM2Y1ZmVhY2Q1XkEyXkFqcGdeQXVyNTM0MDc1ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",3242640,https://www.imdb.com/title/tt3242640/,42 min,A,"52,795",7.8,Posters\3242640.jpg
Trespass,(2011),"Crime,Drama,Thriller","After a chance encounter in LA, two teens from different social backgrounds reunite at an exclusive high school attended by Korea's über rich.","https://m.media-amazon.com/images/M/MV5BMWJhMTg0MWUtNmVlYi00YjdiLWI2ZmMtYWNiZTA2MGE2NWZlXkEyXkFqcGdeQXVyMjgyNTU2OTQ@._V1_UY98_CR4,0,67,98_AL_.jpg",3243098,https://www.imdb.com/title/tt3243098/,104 min,PG-13,"16,786",6.8,Posters\3243098.jpg
Roald Dahl's Matilda the Musical,(2022),"Comedy,Drama,Family","A young Chicago advertising executive believes a woman he sees in a café is his long-lost love. His belief leads to obsession, as he puts his life on hold in order to trail her.","https://m.media-amazon.com/images/M/MV5BZDU3ZDM5MTQtNDU5NS00NDY1LWI1ODYtMzRiYjU1MTdiNWYxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",324554,https://www.imdb.com/title/tt0324554/,30 min,U,"151,189",7.2,Posters\324554.jpg
Sydney White,(2018 TV Movie),"Comedy,Drama,Romance","A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York City, but is forced to go on the run when she is framed for crimes she did not commit.","https://m.media-amazon.com/images/M/MV5BMjE5NDM5MTQ0MF5BMl5BanBnXkFtZTgwMDEzNTUxNTE@._V1_UX67_CR0,0,67,98_AL_.jpg",3247714,https://www.imdb.com/title/tt3247714/,90 min,R,"5,509",5.6,Posters\3247714.jpg
Spy Kids 2: Island of Lost Dreams,(2002),"Action,Crime,Drama","Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.","https://m.media-amazon.com/images/M/MV5BYzYxOTgxYjAtNGI3MS00NDJkLTkyZWItZGM5MzRhOGYwYjlmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",325703,https://www.imdb.com/title/tt0325703/,100 min,16,"9,508",8.1,Posters\325703.jpg
Cape Fear,(1991),"Crime,Thriller",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,"https://m.media-amazon.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",325710,https://www.imdb.com/title/tt0325710/,124 min,UA,"248,392",7.6,Posters\325710.jpg
Matchstick Men,(2003),"Comedy,Crime,Drama",A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.,"https://m.media-amazon.com/images/M/MV5BMjA3NjMyNjIyMF5BMl5BanBnXkFtZTYwOTgzMDI3._V1_UX67_CR0,0,67,98_AL_.jpg",325805,https://www.imdb.com/title/tt0325805/,116 min,A,"132,840",7.3,Posters\325805.jpg
Madoff: The Monster of Wall Street,(1998),"Crime,Drama","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",325980,https://www.imdb.com/title/tt0325980/,30 min,R,"11,638",6.3,Posters\325980.jpg
Loving Vincent,(2017),"Animation,Drama,Mystery","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.","https://m.media-amazon.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_UX67_CR0,0,67,98_AL_.jpg",3262342,https://www.imdb.com/title/tt3262342/,94 min,UA,"59,080",7.8,Posters\3262342.jpg
Spin City,(1996–2002),Comedy,"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.","https://m.media-amazon.com/images/M/MV5BY2NmZDAwM2QtZmFiMS00OTJlLTgxMTItZDMyZmVhYjE1MDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",3263904,https://www.imdb.com/title/tt3263904/,84 min,U,"77,067",7.2,Posters\3263904.jpg
Mystic River,(2003),"Crime,Drama,Mystery",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,"https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_UX67_CR0,0,67,98_AL_.jpg",327056,https://www.imdb.com/title/tt0327056/,138 min,A,"460,683",7.9,Posters\327056.jpg
Over the Hedge,(2006),"Animation,Adventure,Comedy","A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.","https://m.media-amazon.com/images/M/MV5BMTQwMTQxNTcwOF5BMl5BanBnXkFtZTcwMzQ1NzUzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",327084,https://www.imdb.com/title/tt0327084/,83 min,U,"178,066",6.7,Posters\327084.jpg
Drake & Josh,(2004–2007),"Comedy,Family",The secret to a Stepford wife lies behind the doors of the Men's Association.,"https://m.media-amazon.com/images/M/MV5BMjEzNTM4ODM1OF5BMl5BanBnXkFtZTcwNjg4NzAzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",327162,https://www.imdb.com/title/tt0327162/,103 min,U,"58,952",6.7,Posters\327162.jpg
Spider-Man: Homecoming,(2017),"Action,Adventure,Sci-Fi","Nick Bannister, a private investigator of the mind, navigates the alluring world of the past when his life is changed by new client Mae. A simple case becomes an obsession after she disappears and he fights to learn the truth about her.","https://m.media-amazon.com/images/M/MV5BODBkMTNmMmQtYTNlMy00OTRhLWE5MzgtYTZlMTUyYzY1MzkzXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",3272066,https://www.imdb.com/title/tt3272066/,116 min,UA,"136,743",5.6,Posters\3272066.jpg
The Whole Ten Yards,(2004),"Comedy,Crime,Thriller","Jimmy the Tulip's (Bruce Willis) quiet new life is shaken up by his old pal Oz (Matthew Perry), whose wife (Natasha Henstridge) has been kidnapped by a Hungarian mob. The Tulip and his wife Jill (Amanda Peet) spring into action.","https://m.media-amazon.com/images/M/MV5BMTcwMDE5NDcwNl5BMl5BanBnXkFtZTcwMjg1MzUyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",327247,https://www.imdb.com/title/tt0327247/,98 min,R,"2,250",5.0,Posters\327247.jpg
Around the World in 80 Days,(2004),"Action,Adventure,Comedy","To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.","https://m.media-amazon.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",327437,https://www.imdb.com/title/tt0327437/,120 min,R,"91,100",6.1,Posters\327437.jpg
Coraline,(2009),"Animation,Drama,Family","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",327597,https://www.imdb.com/title/tt0327597/,100 min,A,"381,989",7.0,Posters\327597.jpg
Ice Age: Collision Course,(2016),"Animation,Adventure,Comedy","Ella is under a spell to be constantly obedient, a fact she must hide from her new stepfamily in order to protect the prince of the land, her friend for whom she's falling.","https://m.media-amazon.com/images/M/MV5BZGI1MjMzMWEtZDc3Ni00Y2RiLTllOGQtMTVlZjRkOGE3MGNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",327679,https://www.imdb.com/title/tt0327679/,128 min,UA,"2,852",6.3,Posters\327679.jpg
Pompeii,(I) (2014),"Action,Adventure,Drama","A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.","https://m.media-amazon.com/images/M/MV5BMjEzNTkyMDE3NV5BMl5BanBnXkFtZTgwMTM2MDY4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",3276924,https://www.imdb.com/title/tt3276924/,93 min,R,"31,055",6.1,Posters\3276924.jpg
DragonHeart,(1996),"Action,Adventure,Fantasy","From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.","https://m.media-amazon.com/images/M/MV5BOTBiY2U2MTctNTA4Ni00MDBkLTk5MjItZWUxNDk5YmFlMTliL2ltYWdlXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UY98_CR1,0,67,98_AL_.jpg",3278330,https://www.imdb.com/title/tt3278330/,52 min,UA,"53,889",7.0,Posters\3278330.jpg
Providence,(1999–2002),"Drama,Romance",A tough aspiring chef is hired to bring home a mobster's son from the Amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure.,"https://m.media-amazon.com/images/M/MV5BMWU3ZDYxZjMtZmYyOS00NWQyLTk1MmItNDg4ZWM2ZGQxOTNiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",327850,https://www.imdb.com/title/tt0327850/,238 min,U,"178,024",7.8,Posters\327850.jpg
The Good Karma Hospital,(2020),"Comedy,Romance","After being accused of being too inhibited by her ex-boyfriend, a violinist creates a rather wild to-do list that sends her on a whirlwind journey of self-discovery.","https://m.media-amazon.com/images/M/MV5BZGVlZjkyMGItMWJiMC00MzFkLWIyYTMtZTU3Yjg3OTM3M2QwXkEyXkFqcGdeQXVyODQ2ODY5MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",3278540,https://www.imdb.com/title/tt3278540/,-,U,"179,374",7.2,Posters\3278540.jpg
The Starling,(2021),"Comedy,Drama","Chucky returns to terrorize his human victim, Nica. Meanwhile, the killer doll has some scores to settle with his old enemies, with the help of his former wife.","https://m.media-amazon.com/images/M/MV5BMTA5NTMyN2UtMDBmOC00YzVlLWIzZTEtNTM0YjZmY2E4YjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",3280262,https://www.imdb.com/title/tt3280262/,99 min,A,"6,334",6.8,Posters\3280262.jpg
Malibu's Most Wanted,(2003),"Comedy,Crime","A senator arranges for his son, a rich white kid who fancies himself black, to be kidnapped by a couple of black actors pretending to be murderers to try and shock him out of his plans to become a rapper.","https://m.media-amazon.com/images/M/MV5BODM3NzE0NTMxOF5BMl5BanBnXkFtZTYwMTIzNTk5._V1_UX67_CR0,0,67,98_AL_.jpg",328099,https://www.imdb.com/title/tt0328099/,86 min,R,"78,075",6.4,Posters\328099.jpg
The Others,(2020),"Documentary,Biography,History","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",328107,https://www.imdb.com/title/tt0328107/,136 min,R,"8,825",5.9,Posters\328107.jpg
Spin Me Round,(2022),"Comedy,Romance","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","https://m.media-amazon.com/images/M/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",3281548,https://www.imdb.com/title/tt3281548/,89 min,UA,"131,059",7.5,Posters\3281548.jpg
Power,(I) (2014–2020),"Crime,Drama","James ""Ghost"" St. Patrick, a wealthy New York nightclub owner who has it all, catering to the city's elite and dreaming big, lives a double life as a drug kingpin.","https://m.media-amazon.com/images/M/MV5BMTg0NDMyMzEzOF5BMl5BanBnXkFtZTgwNTIzODQxMjI@._V1_UX67_CR0,0,67,98_AL_.jpg",3281796,https://www.imdb.com/title/tt3281796/,50 min,18,"47,606",8.1,Posters\3281796.jpg
The Dig,(2012),"Action,Crime,Drama",Doctors and nurses at the intensive care unit of a New Orleans hospital struggle with treating patients during Hurricane Katrina when the facility is without power for 5 days.,"https://m.media-amazon.com/images/M/MV5BNDcyNDU5YzMtOWIyYi00YWQ1LThhNDktNDQ2ZTY3OWEyZWJiXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",3283594,https://www.imdb.com/title/tt3283594/,376 min,UA,"173,819",5.5,Posters\3283594.jpg
Highlander,(1992–1998),"Documentary,Music","A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.","https://m.media-amazon.com/images/M/MV5BMTYzNDYxNzY2MF5BMl5BanBnXkFtZTYwNzk2NTc3._V1_UX67_CR0,0,67,98_AL_.jpg",328538,https://www.imdb.com/title/tt0328538/,107 min,UA,"619,969",7.3,Posters\328538.jpg
Avengers: Quantum Encounter,(2022),"Short,Action,Comedy",A writer impulsively buys a villa in Tuscany in order to change her life.,"https://m.media-amazon.com/images/M/MV5BOGY5ZjQ4M2ItMjQ0NC00NjY4LWIwYmEtMTIxNzFmNjA4YmJlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",328589,https://www.imdb.com/title/tt0328589/,113 min,U,"108,387",7.4,Posters\328589.jpg
How to Find Forever,(I) (2017),"Comedy,Fantasy,Romance",Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,"https://m.media-amazon.com/images/M/MV5BMTY2NTQ3NTEzNF5BMl5BanBnXkFtZTgwMzA0MzY1OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",3286052,https://www.imdb.com/title/tt3286052/,60 min,R,"106,370",7.6,Posters\3286052.jpg
The First Wives Club,(1996),Comedy,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.","https://m.media-amazon.com/images/M/MV5BMTAwNTIzNDk1MDVeQTJeQWpwZ15BbWU3MDMwNzAwMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",328828,https://www.imdb.com/title/tt0328828/,-,UA 7+,"93,459",7.3,Posters\328828.jpg
Shadowhunters: The Mortal Instruments,(2016–2019),"Comedy,Romance","After being mistaken for younger than she really is, a single mother decides to take the chance to reboot her career and her love life as a 26-year old.","https://m.media-amazon.com/images/M/MV5BMWE0YmQ1NTAtYjAyMi00MTM4LWFmMTItYzA2ODU0NWUwZTczXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",3288518,https://www.imdb.com/title/tt3288518/,22 min,R,"26,693",6.4,Posters\3288518.jpg
Riviera,(2017–2020),"Drama,Thriller","When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.","https://m.media-amazon.com/images/M/MV5BMTIyNTAyNDYxNF5BMl5BanBnXkFtZTYwNjYwMjg2._V1_UX67_CR0,0,67,98_AL_.jpg",328880,https://www.imdb.com/title/tt0328880/,85 min,A,"44,981",6.9,Posters\328880.jpg
Fresh,(2020),"Comedy,Drama,Romance","In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.","https://m.media-amazon.com/images/M/MV5BMTg3NTQ5MDU3OF5BMl5BanBnXkFtZTgwODc2Mzk5NzE@._V1_UX67_CR0,0,67,98_AL_.jpg",3289728,https://www.imdb.com/title/tt3289728/,103 min,A,"57,709",5.4,Posters\3289728.jpg
Scorpion,(2014–2018),"Horror,Mystery,Thriller","A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets.","https://m.media-amazon.com/images/M/MV5BMjA2MTEzMzkzM15BMl5BanBnXkFtZTgwMjM2MTM5MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",3289956,https://www.imdb.com/title/tt3289956/,86 min,U,"121,680",7.1,Posters\3289956.jpg
Dragonfly,(2004),"Drama,Horror,Mystery","It's 1969 at a strict English girls' school where charismatic Abbie and intense and troubled Lydia are best friends. After a tragedy occurs at the school, a mysterious fainting epidemic breaks out threatening the stability of all involved.","https://m.media-amazon.com/images/M/MV5BM2QzNGM3ZmItY2ZiZi00MGQ2LTk3MWItZWE1NjA4ZjM1OWE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",3294200,https://www.imdb.com/title/tt3294200/,60 min,PG,"4,772",5.9,Posters\3294200.jpg
Creamerie,(2021– ),"Drama,History,Sport",True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,"https://m.media-amazon.com/images/M/MV5BMWVmMmE1YzItNGUyZS00MzgwLWFhNzYtYjM4ZTJmZDVjNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",329575,https://www.imdb.com/title/tt0329575/,113 min,U,"50,822",5.8,Posters\329575.jpg
HHhH,(2017),"Action,Biography,Thriller","As the German Fascists expand their borders, scorching Europe from end to end, two brave Czechs of the Resistance prepare for a suicide mission to assassinate Reinhard Heydrich, the hideous mastermind behind the ""Final Solution"".","https://m.media-amazon.com/images/M/MV5BNWY2ZGMxYTQtOGY1Mi00N2ZhLThkYzgtNDhlZjhlNzg4MWU0XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_UY98_CR2,0,67,98_AL_.jpg",3296908,https://www.imdb.com/title/tt3296908/,120 min,R,"17,307",6.4,Posters\3296908.jpg
